PubmedID,Title,Publication Date,Non-academic Author(s),Company Affiliation(s),Corresponding Author Email
37282666,Efficacy and safety of pralsetinib in patients with advanced RET fusion-positive non-small cell lung cancer.,2023/Oct/15,"Yao, Sheng; Qin, Mengmeng; Shen, Zhenwei; Yang, Jason","CStone Pharmaceuticals (Su Zhou) Co., Ltd., Suzhou, China.; CStone Pharmaceuticals (Su Zhou) Co., Ltd., Suzhou, China.; CStone Pharmaceuticals (Su Zhou) Co., Ltd., Suzhou, China.; CStone Pharmaceuticals (Su Zhou) Co., Ltd., Suzhou, China.",None
37278879,"A Phase Ib Study Assessing the Safety, Tolerability, and Efficacy of the First-in-Class Wee1 Inhibitor Adavosertib (AZD1775) as Monotherapy in Patients with Advanced Solid Tumors.",2023,"Oza, Amit; Mugundu, Ganesh","Princess Margaret Cancer Centre, Toronto, Canada.; Clinical Pharmacology and Quantitative Pharmacology, Clinical Pharmacology and Safety Sciences, AstraZeneca, Boston, MA, USA.",siqingfu@mdanderson.org.
37277734,Challenges in diagnosis and biomarker testing for RET-altered lung and thyroid cancer care: an international mixed-method study.,2023/Jun/05,"Lazure, Patrice; Murray, Suzanne; Péloquin, Sophie","AXDEV Group Inc., 8, Place du Commerce, Suite 210, Brossard, Québec, J4W 3H2, Canada. lazurep@axdevgroup.com.; AXDEV Group Inc., 8, Place du Commerce, Suite 210, Brossard, Québec, J4W 3H2, Canada.; AXDEV Group Inc., 8, Place du Commerce, Suite 210, Brossard, Québec, J4W 3H2, Canada.",lazurep@axdevgroup.com.
37274265,Case Report: Complete pathologic response to neoadjuvant selpercatinib in a patient with resectable early-stage ,2023,"Szymczak, Sylwia; Szpurka, Anna M; Chao, Bo H","Loxo@Lilly, Eli Lilly and Company, Warsaw, Poland.; Loxo@Lilly, Eli Lilly and Company, Indianapolis, IN, United States.; Loxo@Lilly, Eli Lilly and Company, New York, NY, United States.",Loxo@Lilly
37269687,"Design, synthesis and biological evaluation of phosphoroxy quinazoline derivatives as potential EGFR",2023/Jul/15,"Gao, Biao; Gao, Peng","Jiangsu Hansoh Pharmaceutical Group CO., LTD., Lianyungang 222000, PR China.; Jiangsu Hansoh Pharmaceutical Group CO., LTD., Lianyungang 222000, PR China.",sgou@seu.edu.cn.
37251627,Clinical outcomes and treatment patterns in REASSURE: planned interim analysis of a real-world observational study of radium-223 in metastatic castration-resistant prostate cancer.,2023,"Chandrawansa, Kumari; Sandström, Per","Bayer HealthCare Pharmaceuticals, Whippany, NJ, USA.; Bayer HealthCare Pharmaceuticals, Whippany, NJ, USA.",None
37245409,Chemotherapy-induced PDL-1 expression in cancer-associated fibroblasts promotes chemoresistance in NSCLC.,2023,"Coyle, Jayme","UES, Inc, Dayton, OH, USA.",yrojan@hsc.wvu.edu.
37212336,Combination of novel oncolytic herpesvirus with paclitaxel as an efficient strategy for breast cancer therapy.,2023,"Ding, Jun; Zhao, Ronghua; Jia, Weiguo","Shanghai Virogin Biotech Co. Ltd., Shanghai, China.; Shanghai Virogin Biotech Co. Ltd., Shanghai, China.; Shanghai Virogin Biotech Co. Ltd., Shanghai, China.",None
37208130,Dual TLR9 and PD-L1 targeting unleashes dendritic cells to induce durable antitumor immunity.,2023,"Klar, Richard; Festag, Julia; Michel, Sven; Maaske, Andre; Jaschinski, Frank","Secarna Pharmaceuticals GmbH & Co KG, Planegg Martinsried, Germany.; Secarna Pharmaceuticals GmbH & Co KG, Planegg Martinsried, Germany.; Secarna Pharmaceuticals GmbH & Co KG, Planegg Martinsried, Germany.; Secarna Pharmaceuticals GmbH & Co KG, Planegg Martinsried, Germany.; Secarna Pharmaceuticals GmbH & Co KG, Planegg Martinsried, Germany.",mikael.pittet@unige.ch
37192591,ALK inhibitors downregulate the expression of death receptor 4 in ALK-mutant lung cancer cells via facilitating Fra-1 and c-Jun degradation and subsequent AP-1 suppression.,2023,"Zhai, Yifan","Ascentage Pharma (Suzhou) Co., Ltd, Suzhou, Jiangsu, China.",ssun@emory.edu.
37183528,Pembrolizumab plus chemotherapy in Japanese patients with metastatic squamous non-small-cell lung cancer in KEYNOTE-407.,2023,"Schwarzenberger, Paul","Merck & Co., Inc., Rahway, New Jersey, USA.",None
37182602,Combination Therapy With MDM2 and MEK Inhibitors Is Effective in Patient-Derived Models of Lung Adenocarcinoma With Concurrent Oncogenic Drivers and MDM2 Amplification.,2023,"Tirunagaru, Vijaya G; Doebele, Robert C","Rain Oncology Inc., Newark, California.; Rain Oncology Inc., Newark, California.",ladanyim@mskcc.org.
37168563,A prognostic and immunotherapeutic predictive model based on the cell-originated characterization of tumor microenvironment in lung adenocarcinoma.,2023/May/19,"Xie, Wenchuan; Li, Chengcheng; Meng, Fanqi; Wang, Guoqiang; Zhao, Jing; Han, Yusheng; Cai, Shangli","Burning Rock Biotech, Guangdong 510300, P.R. China.; Burning Rock Biotech, Guangdong 510300, P.R. China.; Burning Rock Biotech, Guangdong 510300, P.R. China.; Burning Rock Biotech, Guangdong 510300, P.R. China.; Burning Rock Biotech, Guangdong 510300, P.R. China.; Burning Rock Biotech, Guangdong 510300, P.R. China.; Burning Rock Biotech, Guangdong 510300, P.R. China.",None
37164449,OncoVEX,2023,"Estrada, Juan; Zhan, Jinghui; Mitchell, Petia; Werner, Jonathan; Beltran, Pedro J; DeVoss, Jason; Cooke, Keegan S","Amgen Inc, Thousand Oaks, California, USA.; Amgen Inc, Thousand Oaks, California, USA.; Amgen Inc, Thousand Oaks, California, USA.; Amgen Inc, Thousand Oaks, California, USA.; BridgeBio Pharma, Palo Alto, California, USA.; Amgen Inc, Thousand Oaks, California, USA.; Amgen Inc, Thousand Oaks, California, USA kcooke@amgen.com.",kcooke@amgen.com.
37163811,Discovery of indoline-based derivatives as effective ROCK2 inhibitors for the potential new treatment of idiopathic pulmonary fibrosis.,2023,"Yan, Tingting","Sichuan Good Doctor Panxi Pharmaceutical Co.,Ltd., Xichang 615000, China.",chenlijuan125@163.com.
37158938,"First-in-human phase I/Ib study of QL1706 (PSB205), a bifunctional PD1/CTLA4 dual blocker, in patients with advanced solid tumors.",2023/May/08,"Kang, Xiaoyan; Xue, Shilin","Clinical Research Center, Qilu Pharmaceutical Co., Ltd., Jinan, 250000, China.; Clinical Research Center, Qilu Pharmaceutical Co., Ltd., Jinan, 250000, China.",zhaohy@sysucc.org.cn.
37125741,Recent advancement on albumin nanoparticles in treating lung carcinoma.,2023,"Dubey, Sunil Kumar","R&D Healthcare Division, Emami Ltd, Belgharia, Kolkata, India.",None
37118803,Central nervous system efficacy of furmonertinib (AST2818) in patients with EGFR T790M mutated non-small cell lung cancer: a pooled analysis from two phase 2 studies.,2023/Apr/28,"Hu, Jie; Liu, Fei; Jiang, Yong; Ge, Nan","Shanghai Allist Pharmaceutical Technology Co., Ltd, , Shanghai, China.; Shanghai Allist Pharmaceutical Technology Co., Ltd, , Shanghai, China.; Shanghai Allist Pharmaceutical Technology Co., Ltd, , Shanghai, China.; Shanghai Allist Pharmaceutical Technology Co., Ltd, , Shanghai, China.",syuankaipumc@126.com.
37115550,Assessment of Surrogate End Point Trends in Clinical Trials to Approve Oncology Drugs From 2001 to 2020 in Japan.,2023/Apr/03,"Takeda, Kentaro","Data Science, Astellas Pharma Global Development, Inc, Northbrook, Illinois.",None
37111311,TEAD Inhibitors Sensitize KRAS,2023/Apr/06,"Calvet, Loreley; Noblet, Laurence; Sidhu, Sukhvinder","Pharmacology, Sanofi R&D, 94400 Vitry-sur-Seine, France.; Pharmacology, Sanofi R&D, 94400 Vitry-sur-Seine, France.; Pharmacology, Sanofi R&D, 94400 Vitry-sur-Seine, France.",None
37096188,Gumarontinib in patients with non-small-cell lung cancer harbouring ,2023,"Li, Meng","Biostatistic and Data Science, Haihe Biopharma Co., Ltd, Shanghai, China.",None
37094467,"bITH, a blood-based metric of intratumor heterogeneity, is associated with clinical response to immune checkpoint blockade in non-small cell lung cancer.",2023,"Cai, Yiran; Sun, Wenjie; Zou, Xiao; Li, Bing; Zhang, Zhou; Cai, Shangli; Chuai, Shannon; Han, Yusheng","Burning Rock Biotech, Guangzhou, China.; Burning Rock Biotech, Guangzhou, China.; Burning Rock Biotech, Guangzhou, China.; Burning Rock Biotech, Guangzhou, China.; Burning Rock Biotech, Guangzhou, China.; Burning Rock Biotech, Guangzhou, China.; Burning Rock Biotech, Guangzhou, China.; Burning Rock Biotech, Guangzhou, China.",dingzhih72@163.com.
37087886,Synthesis and evaluation of sulfonamide derivatives targeting EGFR,2023/May/01,"Yao, Han; Ren, Yuanyuan; Li, Xingshu","Guangdong Provincial Key Laboratory of Drug Non-clinical Evaluation and Research, China.; Guangdong Provincial Key Laboratory of Drug Non-clinical Evaluation and Research, China.; Guangdong Provincial Key Laboratory of Drug Non-clinical Evaluation and Research, China. Electronic address: lixsh@mail.sysu.edu.cn.",jiaxian@syphu.edu.cn.
37081523,ACT-Discover: identifying karyotype heterogeneity in pancreatic cancer evolution using ctDNA.,2023/Apr/20,"Sarno, Francesca; Alonso, Carolina","Peaches Biotech, Madrid, Spain.; Peaches Biotech, Madrid, Spain.",rtoledo@vhio.net.
37077473,"Beyond antibody fucosylation: α-(1,6)-fucosyltransferase (Fut8) as a potential new therapeutic target for cancer immunotherapy.",2023,"Mao, Changchuin; Gao, Wenda","Antagen Pharmaceuticals, Inc., Canton, MA 02021, USA.; Antagen Pharmaceuticals, Inc., Canton, MA 02021, USA.",None
37060507,Selective CDK9 knockdown sensitizes TRAIL response by suppression of antiapoptotic factors and NF-kappaB pathway.,2023,"He, Yue; Cheng, Chunming; Yuan, Jingna; Wen, Zhuohao","Jinhang Bio-Science and Biotechnology Co. Ltd, Guangzhou, 510630, People's Republic of China.; Jinhang Bio-Science and Biotechnology Co. Ltd, Guangzhou, 510630, People's Republic of China.; Jinhang Bio-Science and Biotechnology Co. Ltd, Guangzhou, 510630, People's Republic of China.; Jinhang Bio-Science and Biotechnology Co. Ltd, Guangzhou, 510630, People's Republic of China.",yuanzq@gdut.edu.cn.
37049777,Discovery of Novel EGFR Inhibitor Targeting Wild-Type and Mutant Forms of EGFR: In Silico and In Vitro Study.,2023/Mar/28,"Kartsev, Victor","InterBioScreen Ltd., 85355 Moscow, Russia.",None
37025260,A transcriptomics approach to expand therapeutic options and optimize clinical trials in oncology.,2023,"Zhang, Baolin","Office of Biotechnology Products (OBP), Center for Drug Evaluation and Research (CDER), Food and Drug Administration (FDA), Silver Spring, MA, USA.",None
37024582,Genomic and transcriptomic analysis of checkpoint blockade response in advanced non-small cell lung cancer.,2023,"Rizvi, Naiyer","Synthekine, Inc., Menlo Park, CA, USA.",jgainor@mgh.harvard.edu.
37001859,Cemiplimab Plus Chemotherapy Versus Chemotherapy Alone in Advanced NSCLC: 2-Year Follow-Up From the Phase 3 EMPOWER-Lung 3 Part 2 Trial.,2023,"Giorgadze, Davit; Li, Siyu; Li, Yuntong; Kaul, Manika; Quek, Ruben G W; Pouliot, Jean-Francois; Seebach, Frank; Lowy, Israel; Gullo, Giuseppe; Rietschel, Petra","LTD Multiprofile Clinic Consilium Medulla, Tbilisi, Georgia.; Regeneron Pharmaceuticals, Inc., Tarrytown, New York.; Regeneron Pharmaceuticals, Inc., Tarrytown, New York.; Regeneron Pharmaceuticals, Inc., Tarrytown, New York.; Regeneron Pharmaceuticals, Inc., Tarrytown, New York.; Regeneron Pharmaceuticals, Inc., Tarrytown, New York.; Regeneron Pharmaceuticals, Inc., Tarrytown, New York.; Regeneron Pharmaceuticals, Inc., Tarrytown, New York.; Regeneron Pharmaceuticals, Inc., Tarrytown, New York.; Regeneron Pharmaceuticals, Inc., Tarrytown, New York.",tamta.makharadze@gmail.com.
36961477,Supporting Biomarker-Driven Therapies in Oncology: A Genomic Testing Cost Calculator.,2023/May/08,"Cuffel, Brian; Paracha, Noman; Goodman, Clifford","Bayer Pharmaceuticals, Basel, Switzerland.; Bayer Pharmaceuticals, Basel, Switzerland.; The Lewin Group, Inc., Falls Church, VA, USA.",None
36947734,Initial Evidence for the Efficacy of Naporafenib in Combination With Trametinib in ,2023/May/10,"Gaur, Anil; Evans, Helen; Basu, Sumit","Novartis Healthcare Private Limited, Hyderabad, India.; Novartis Pharma AG, Basel, Switzerland.; Novartis Pharmaceuticals Corporation, East Hanover, NJ.",None
36944282,Use of radiation therapy among patients with Extensive-stage Small-cell lung cancer receiving Immunotherapy: Canadian consensus recommendations.,2023,"Greenland, Jonathan","Eastern Health, 300 Prince Philip Drive, St. John's, NL A1B 3V6, Canada. Electronic address: jonathan.greenland@easternhealth.ca.",geoffrey.liu@uhn.ca.
36934059,Current landscape of translational and clinical research in myelodysplastic syndromes/neoplasms (MDS): Proceedings from the 1,2023,"List, Alan F","Precision BioSciences, Inc., Durham, NC, USA.",amer.zeidan@yale.edu.
36932463,Time to treatment discontinuation in first-line non-small cell lung carcinoma: an overview.,2023,"Romagnoli, Alessia","Territorial Pharmaceutical Service, Local Health Unit of Lanciano Vasto Chieti, Chieti, Italy.",None
36924737,"Molecular and metabolic mechanisms of bufalin against lung adenocarcinoma: New and comprehensive evidences from network pharmacology, metabolomics and molecular biology experiment.",2023,"Lu, Xiulian","Cisen Pharmaceutical Co., Ltd, Jining, 272000, China.",jnsljiang@163.com.
36921725,Targeted siRNA lipid nanoparticles for the treatment of KRAS-mutant tumors.,2023,"Datta, Dhrubajyoti; Charisse, Klaus; Manoharan, Muthiah","Alnylam Pharmaceuticals, 675 West Kendall, Cambridge, MA 02142, United States.; Alnylam Pharmaceuticals, 675 West Kendall, Cambridge, MA 02142, United States.; Alnylam Pharmaceuticals, 675 West Kendall, Cambridge, MA 02142, United States.",mariaj.alonso@usc.es.
36920856,Building the foundation for a community-generated national research blueprint for inherited bleeding disorders: research priorities for mucocutaneous bleeding disorders.,2023,"Hale, Sarah; Waters, Brittany","Takeda Pharmaceuticals U.S.A, Lexington, Massachusetts, USA.; Children's Healthcare of Atlanta, Atlanta, Georgia, USA.",None
36900371,"Treatment Patterns, Testing Practices, and Outcomes in Patients with ",2023/Mar/03,"Samborska, Agnieszka","AstraZeneca Pharma Poland Sp.zo.o., 02-676 Warsaw, Poland.",None
36890302,Applications and clinical trial landscape using Toll-like receptor agonists to reduce the toll of cancer.,2023/Mar/08,"Martinez, Pablo; McCue, Shannon","Sumitomo Pharma Oncology, Inc, Cambridge, MA, USA.; Sumitomo Pharma Oncology, Inc, Cambridge, MA, USA.",christian.rolfo@mssm.edu.
36849197,PD-L1 gene amplification and focality: relationship with protein expression.,2023,"Murugesan, Karthikeyan; Elvin, Julia A; Huang, Richard S P","Cancer Genomics Research, Foundation Medicine Inc, Cambridge, Massachusetts, USA.; Foundation Medicine Inc, Cambridge, Massachusetts, USA.; Foundation Medicine Inc, Cambridge, Massachusetts, USA.",jardimde@gmail.com.
36842467,MRTX-500 Phase 2 Trial: Sitravatinib With Nivolumab in Patients With Nonsquamous NSCLC Progressing On or After Checkpoint Inhibitor Therapy or Chemotherapy.,2023,"Olson, Peter; Latven, Lisa; Yan, Xiaohong; Shazer, Ronald","Mirati Therapeutics, Inc., San Diego, California.; Mirati Therapeutics, Inc., San Diego, California.; Mirati Therapeutics, Inc., San Diego, California.; Mirati Therapeutics, Inc., San Diego, California.",kai.he@osumc.edu.
36841727,A Multicenter Retrospective Chart Review of Clinical Outcomes Among Patients With KRAS G12C Mutant Non-Small Cell Lung Cancer.,2023,"Sacher, Adrian","Princess Margaret Cancer Centre, Toronto, Ontario, Canada.",wade.t.iams@vumc.org.
36831009,Nano-Enabled Strategies for the Treatment of Lung Cancer: Potential Bottlenecks and Future Perspectives.,2023/Feb/06,"Alhazza, Mohammed Bader","John Hopkins Armco Healthcare, Dhahran 34465, Saudi Arabia.",None
36829154,"Efficacy and safety of iruplinalkib (WX-0593) in ALK-positive crizotinib-resistant advanced non-small cell lung cancer patients: a single-arm, multicenter phase II study (INTELLECT).",2023/Feb/24,"Si, Meimei; Geng, Huaize; Li, Hui; Kang, Xiaoyan","Clinical Research Center, Qilu Pharmaceutical Co., Ltd., Jinan, China.; Clinical Research Center, Qilu Pharmaceutical Co., Ltd., Jinan, China.; Clinical Research Center, Qilu Pharmaceutical Co., Ltd., Jinan, China.; Clinical Research Center, Qilu Pharmaceutical Co., Ltd., Jinan, China.",syuankai@cicams.ac.cn.
36820928,High dose isoleucine stabilizes nuclear PTEN to suppress the proliferation of lung cancer.,2023/Feb/23,"Wang, Chao; Li, Liang; Wang, Zhengzhong","State Key Laboratory of New-Tech for Chinese Medicine Pharmaceutical Process, Jiangsu Kanion Parmaceutical Co. Ltd., Lianyungang, 222002, Jiangsu, China.; State Key Laboratory of New-Tech for Chinese Medicine Pharmaceutical Process, Jiangsu Kanion Parmaceutical Co. Ltd., Lianyungang, 222002, Jiangsu, China.; State Key Laboratory of New-Tech for Chinese Medicine Pharmaceutical Process, Jiangsu Kanion Parmaceutical Co. Ltd., Lianyungang, 222002, Jiangsu, China.",yhwang@nwu.edu.cn.
36809334,The role of macrophages in non-small cell lung cancer and advancements in 3D co-cultures.,2023/Feb/21,"Clevers, Hans","Roche Pharma Research and early Development, Basel, Switzerland.",None
36808075,SAFFRON-103: a phase 1b study of the safety and efficacy of sitravatinib combined with tislelizumab in patients with locally advanced or metastatic non-small cell lung cancer.,2023,"Li, Hui; Zhang, Juan; Peng, Yanyan","BeiGene (Shanghai) Co., Ltd, Shanghai, China.; BeiGene (Beijing) Co., Ltd, Beijing, China.; BeiGene (Shanghai) Co., Ltd, Shanghai, China.",syylwu@live.cn.
36789090,Safety Profiling of Tumor-targeted T Cell-Bispecific Antibodies with Alveolus Lung- and Colon-on-Chip.,2023/Jan/05,"Kerns, Jordan S; Belgur, Chaitra; Kanellias, Marianne; Manatakis, Dimitris V; Barrile, Riccardo; Tien-Street, Will; Ewart, Lorna; Gjorevski, Nikolche; Cabon, Lauriane","Emulate Inc, Boston, United States.; Emulate Inc, Boston, United States.; Emulate Inc, Boston, United States.; Emulate Inc, Boston, United States.; Emulate Inc, Boston, United States.; Emulate Inc, Boston, United States.; Emulate Inc, Boston, United States.; Roche Pharma Research & Early Development, Roche Innovation Center Zurich, Schlieren, Switzerland.; Roche Pharma Research & Early Development, Roche Innovation Center Zurich, Schlieren, Switzerland.",None
36775996,Estrone analogs as potential inhibitors targeting EGFR-MAPK pathway in non-small-cell lung cancer.,2023,"Acheampong, Felix","Verve Therapeutics, Cambridge, Massachusetts, USA.",None
36768214,A New Plasmacytoid Dendritic Cell-Based Vaccine in Combination with Anti-PD-1 Expands the Tumor-Specific CD8+ T Cells of Lung Cancer Patients.,2023/Jan/18,"Hannani, Dalil; Leplus, Estelle; Laulagnier, Karine; Plumas, Joël","PDC*line Pharma, 38000 Grenoble, France.; PDC*line Pharma, 38000 Grenoble, France.; PDC*line Pharma, 38000 Grenoble, France.; PDC*line Pharma, 38000 Grenoble, France.",None
36753744,Mutated HRAS Activates YAP1-AXL Signaling to Drive Metastasis of Head and Neck Cancer.,2023/Apr/04,"Kessler, Linda; Burrows, Francis","Kura Oncology, Inc., San Diego, California.; Kura Oncology, Inc., San Diego, California.",None
36751989,Real-world study of next-generation sequencing diagnostic biomarker testing for patients with lung cancer in Japan.,2023,"Emir, Birol; Iadeluca, Laura","Pfizer Inc., New York, USA.; Pfizer Inc., New York, USA.",None
36738928,"Efficacy, Safety, and Health-Related Quality of Life With Camrelizumab Plus Pemetrexed and Carboplatin as First-Line Treatment for Advanced Nonsquamous NSCLC With Brain Metastases (CAP-BRAIN): A Multicenter, Open-Label, Single-Arm, Phase 2 Study.",2023,"Peng, Zheng; Yin, Lifeng; Ma, Chi","Jiangsu Hengrui Pharmaceuticals Co., Ltd., Shanghai, People's Republic of China.; Jiangsu Hengrui Pharmaceuticals Co., Ltd., Shanghai, People's Republic of China.; Jiangsu Hengrui Pharmaceuticals Co., Ltd., Shanghai, People's Republic of China.",chenlk@sysucc.org.cn.
36736511,Common toxicities associated with immune checkpoint inhibitors and targeted therapy in the treatment of melanoma: A systematic scoping review.,2023,"Ascierto, Paolo A","Melanoma, Cancer Immunotherapy and Development Therapeutics Unit Istituto Nazionale Tumori IRCCS Fondazione ""G. Pascale"", Napoli, Italy.",m.egeler@nki.nl.
36733927,"Co-delivery of gemcitabine and paclitaxel plus NanoCpG empowers chemoimmunotherapy of postoperative ""cold"" triple-negative breast cancer.",2023,"Yuan, Jiandong; Zhang, Peizhuo","BrightGene Bio-Medical Technology Co., Ltd., Suzhou, 215123, PR China.; GenePharma Co., Ltd., Suzhou, 215123, PR China.",None
36725084,"First-line nivolumab plus ipilimumab for metastatic non-small cell lung cancer, including patients with ECOG performance status 2 and other special populations: CheckMate 817.",2023,"Li, Sunney; Fiore, Joseph; Acevedo, Angelic","Global Biometrics and Data Sciences, Bristol Myers Squibb, Princeton, New Jersey, USA.; Oncology Clinical Development, Bristol Myers Squibb, Princeton, New Jersey, USA.; Oncology Clinical Development, Bristol Myers Squibb, Princeton, New Jersey, USA.",neal.ready@duke.edu.
36701715,A lung squamous cell carcinoma-associated membranous nephropathy patient free of tumor and membranous nephropathy after the treatment of surgery and radiochemotherapy following pembrolizumab: A rare case report.,2023/Jan/20,"Du, Haiwei","Burning Rock Biotech, Guangzhou, China.",None
36701651,"First-in-Human Study of OBI-999, a Globo H-Targeting Antibody-Drug Conjugate, in Patients With Advanced Solid Tumors.",2023,"Shia, Chi-Sheng; Hsu, Pei; Pearce, Tillman E","OBI Pharma Inc, Taipei City, Taiwan.; OBI Pharma Inc, Taipei City, Taiwan.; OBI Pharma USA, Inc, San Diego, CA.",None
36701244,Radiolabeled Biodistribution of Expansile Nanoparticles: Intraperitoneal Administration Results in Tumor Specific Accumulation.,2023/Feb/14,"McCulloch, William; Pearce, Cedric J; Oberliels, Nicholas H","Alba BioPharm Advisors, Inc., Raleigh, North Carolina 27614, United States.; Mycosynthetix, Inc., Hillsborough, North Carolina 27278, United States.; Ionic Pharmaceuticals, LLC, Watertown, Massachusetts 02472, United States.",None
36700864,Inhibition of STAT6 with Antisense Oligonucleotides Enhances the Systemic Antitumor Effects of Radiotherapy and Anti-PD-1 in Metastatic Non-Small Cell Lung Cancer.,2023/Apr/03,"Hettrick, Lisa; Maazi, Hadi; Revenko, Alexey S","Ionis Pharmaceuticals, Carlsbad, California.; Ionis Pharmaceuticals, Carlsbad, California.; Ionis Pharmaceuticals, Carlsbad, California.",None
36693125,Antibody-Exatecan Conjugates with a Novel Self-immolative Moiety Overcome Resistance in Colon and Lung Cancer.,2023/Apr/03,"Meng, Tao; Zhao, Qianqian; Shen, Yi; Fu, Guoxiang; Shi, Jing; Zhang, Yue; Wang, Zhaohui; Wang, Mingqiao; Pan, Rong; Ma, Linjie; Chen, Caiwei; Wang, Lijun; Zhou, Biao; Zhang, Hui; Zhang, Jianjian; Hu, Yi Peter; Liu, Shu-Hui; Meng, Xun","HySlink Therapeutics, Shanghai, China.; Multitude Therapeutics, Xuhui District, Shanghai, China.; Multitude Therapeutics, Xuhui District, Shanghai, China.; D1 Medical Technology Company, Shanghai, China.; Multitude Therapeutics, Xuhui District, Shanghai, China.; Multitude Therapeutics, Xuhui District, Shanghai, China.; Abmart Inc., Xuhui District, Shanghai, China.; Abmart Inc., Xuhui District, Shanghai, China.; Abmart Inc., Xuhui District, Shanghai, China.; Multitude Therapeutics, Xuhui District, Shanghai, China.; Multitude Therapeutics, Xuhui District, Shanghai, China.; Multitude Therapeutics, Xuhui District, Shanghai, China.; Multitude Therapeutics, Xuhui District, Shanghai, China.; HySlink Therapeutics, Shanghai, China.; Multitude Therapeutics, Xuhui District, Shanghai, China.; D1 Medical Technology Company, Shanghai, China.; Multitude Therapeutics, Xuhui District, Shanghai, China.; Multitude Therapeutics, Xuhui District, Shanghai, China.",None
36691089,A flexible liposomal polymer complex as a platform of specific and regulable immune regulation for individual cancer immunotherapy.,2023/Jan/23,"Lin, Yu-Ling","Agricultural Biotechnology Research Center, Academia Sinica, Taipei, 11529, Taiwan.",liaonms@nycu.edu.tw.
36689692,"Tarlatamab, a First-in-Class DLL3-Targeted Bispecific T-Cell Engager, in Recurrent Small-Cell Lung Cancer: An Open-Label, Phase I Study.",2023/Jun/01,"Zhang, Yiran; Pati, Amrita; Minocha, Mukul; Mukherjee, Sujoy; Goldrick, Amanda; Nagorsen, Dirk; Hashemi Sadraei, Nooshin","Amgen, Inc, Thousand Oaks, CA.; Amgen, Inc, Thousand Oaks, CA.; Amgen, Inc, Thousand Oaks, CA.; Amgen, Inc, Thousand Oaks, CA.; Amgen, Inc, Thousand Oaks, CA.; Amgen, Inc, Thousand Oaks, CA.; Amgen, Inc, Thousand Oaks, CA.",None
36669791,"Phase 1, open-label, dose-escalation study on the safety, pharmacokinetics, and preliminary efficacy of intravenous Coxsackievirus A21 (V937), with or without pembrolizumab, in patients with advanced solid tumors.",2023,"Hill, Andrew G; Jennens, Ross R; Ren, Yixin; Schmidt, Emmett V","Tasman Oncology Research Ltd, Southport, Queensland, Australia.; Epworth Healthcare, Richmond, Victoria, Australia.; Merck & Co., Inc, Rahway, New Jersey, USA.; Merck & Co., Inc, Rahway, New Jersey, USA.",rudinc@mskcc.org.
36669321,Long-term comparative efficacy and safety of nivolumab plus ipilimumab relative to other first-line therapies for advanced non-small-cell lung cancer: A systematic literature review and network meta-analysis.,2023,"Lee, Adam; Yuan, Yong; Eccles, Laura J; Varol, Nebibe; Penrod, John R","Bristol Myers Squibb Pharmaceuticals Ltd, Sanderson Rd, Denham, Uxbridge, England.; Bristol Myers Squibb Pharmaceuticals Ltd, Princeton, NJ, USA.; Bristol Myers Squibb Pharmaceuticals Ltd, Princeton, NJ, USA.; Bristol Myers Squibb Pharmaceuticals Ltd, Sanderson Rd, Denham, Uxbridge, England.; Bristol Myers Squibb Pharmaceuticals Ltd, Princeton, NJ, USA.",epopoff@broadstreetheor.com.
36650021,Durable responders in advanced NSCLC with elevated TMB and treated with 1L immune checkpoint inhibitor: a real-world outcomes analysis.,2023,"Huang, Richard S P; Li, Gerald; Schrock, Alexa; Graf, Ryon P; Zhang, Liangliang; Murugesan, Karthikeyan; Ross, Jeffrey S; Tolba, Khaled; Oxnard, Geoffrey R","Foundation Medicine Inc, Cambridge, Massachusetts, USA rhuang@foundationmedicine.com.; Foundation Medicine Inc, Cambridge, Massachusetts, USA.; Foundation Medicine Inc, Cambridge, Massachusetts, USA.; Foundation Medicine Inc, Cambridge, Massachusetts, USA.; Foundation Medicine Inc, Cambridge, Massachusetts, USA.; Foundation Medicine Inc, Cambridge, Massachusetts, USA.; Foundation Medicine Inc, Cambridge, Massachusetts, USA.; Foundation Medicine Inc, Cambridge, Massachusetts, USA.; Foundation Medicine Inc, Cambridge, Massachusetts, USA.",rhuang@foundationmedicine.com.
36646210,Camrelizumab Plus Carboplatin and Pemetrexed as First-Line Treatment for Advanced Nonsquamous NSCLC: Extended Follow-Up of CameL Phase 3 Trial.,2023,"Tai, Yanfei; Ma, Xinjing; Shi, Wei","Clinical Research and Development, Jiangsu Hengrui Pharmaceuticals, Shanghai, People's Republic of China.; Clinical Research and Development, Jiangsu Hengrui Pharmaceuticals, Shanghai, People's Republic of China.; Clinical Research and Development, Jiangsu Hengrui Pharmaceuticals, Shanghai, People's Republic of China.",caicunzhoudr_@163.com.
36639770,Evolution of treatment patterns and survival outcomes in patients with advanced non-small cell lung cancer treated at Frankfurt University Hospital in 2012-2018.,2023/Jan/13,"Penrod, John R","Worldwide Health Economics and Outcomes Research, Bristol Myers Squibb, Princeton, NJ, USA.",andreayvonne.wolf@kgu.de.
