PubmedID,Title,Publication Date,Non-academic Author(s),Company Affiliation(s),Corresponding Author Email
37263673,"Phase I trial of KN046, a novel bispecific antibody targeting PD-L1 and CTLA-4 in patients with advanced solid tumors.",2023,"Ma, Yuxiang; Xue, Jinhui; Zhao, Yuanyuan; Zhang, Yang; Huang, Yan; Yang, Yunpeng; Fang, Wenfeng; Sun, Jie; Zhang, Bangyong; Zhang, Yuhan; Xiao, Jinyuan; Zhang, Li; Zhao, Hongyun","Department of Clinical Research, Sun Yat-sen University Cancer Center, State Key Laboratory of Oncology in South China, Guangdong Key Laboratory of Nasopharyngeal Carcinoma Diagnosis and Therapy, Guangzhou, China.; Department of Clinical Research, Sun Yat-sen University Cancer Center, State Key Laboratory of Oncology in South China, Guangdong Key Laboratory of Nasopharyngeal Carcinoma Diagnosis and Therapy, Guangzhou, China.; Department of Medical Oncology, Sun Yat-sen University Cancer Center, State Key Laboratory of Oncology in South China, Guangdong Key Laboratory of Nasopharyngeal Carcinoma Diagnosis and Therapy, Guangzhou, China.; Department of Clinical Research, Sun Yat-sen University Cancer Center, State Key Laboratory of Oncology in South China, Guangdong Key Laboratory of Nasopharyngeal Carcinoma Diagnosis and Therapy, Guangzhou, China.; Department of Medical Oncology, Sun Yat-sen University Cancer Center, State Key Laboratory of Oncology in South China, Guangdong Key Laboratory of Nasopharyngeal Carcinoma Diagnosis and Therapy, Guangzhou, China.; Department of Medical Oncology, Sun Yat-sen University Cancer Center, State Key Laboratory of Oncology in South China, Guangdong Key Laboratory of Nasopharyngeal Carcinoma Diagnosis and Therapy, Guangzhou, China.; Department of Medical Oncology, Sun Yat-sen University Cancer Center, State Key Laboratory of Oncology in South China, Guangdong Key Laboratory of Nasopharyngeal Carcinoma Diagnosis and Therapy, Guangzhou, China.; Department of Clinical Medicine, Jiangsu Alphamab Biopharmaceuticals Co.,Ltd, Jiangsu, China.; Department of Clinical Operations, Jiangsu Alphamab Biopharmaceuticals Co.,Ltd, Jiangsu, China.; Department of Translational Medicine, YuceBio Technology Co., Ltd, Shenzhen, China.; Department of Translational Medicine, YuceBio Technology Co., Ltd, Shenzhen, China.; Department of Medical Oncology, Sun Yat-sen University Cancer Center, State Key Laboratory of Oncology in South China, Guangdong Key Laboratory of Nasopharyngeal Carcinoma Diagnosis and Therapy, Guangzhou, China zhaohy@sysucc.org.cn zhangli@sysucc.org.cn.; Department of Clinical Research, Sun Yat-sen University Cancer Center, State Key Laboratory of Oncology in South China, Guangdong Key Laboratory of Nasopharyngeal Carcinoma Diagnosis and Therapy, Guangzhou, China zhaohy@sysucc.org.cn zhangli@sysucc.org.cn.",zhaohy@sysucc.org.cn
37244040,The significance of co-mutations in EGFR-mutated non-small cell lung cancer: Optimizing the efficacy of targeted therapies?,2023,"Pezzuto, Federica; Hofman, Véronique; Bontoux, Christophe; Hofman, Paul","University Côte d'Azur, Laboratory of Clinical and Experimental Pathology, FHU OncoAge, BB-0033-00025, Pasteur Hospital, 30 voie romaine, 06001 Nice, France; Department of Cardiac, Thoracic, Vascular Sciences and Public Health, University of Padova Medical School, Via A. Gabelli 61, 35121 Padova, Italy. Electronic address: federica.pezzuto@unipd.it.; University Côte d'Azur, Laboratory of Clinical and Experimental Pathology, FHU OncoAge, BB-0033-00025, Pasteur Hospital, 30 voie romaine, 06001 Nice, France.; University Côte d'Azur, Laboratory of Clinical and Experimental Pathology, FHU OncoAge, BB-0033-00025, Pasteur Hospital, 30 voie romaine, 06001 Nice, France.; University Côte d'Azur, Laboratory of Clinical and Experimental Pathology, FHU OncoAge, BB-0033-00025, Pasteur Hospital, 30 voie romaine, 06001 Nice, France. Electronic address: hofman.p@chu-nice.fr.",hofman.p@chu-nice.fr.
37243883,"Detecting ALK, ROS1, and RET fusions and the METΔex14 splicing variant in liquid biopsies of non-small-cell lung cancer patients using RNA-based techniques.",2023,"Giménez-Capitán, Ana; Robado de Lope, Lucía; Aguado, Cristina; Armiger, Noelia; Valarezo, Joselyn; Mayo-de-Las-Casas, Clara; Romero, Atocha; Molina-Vila, Miguel A","Pangaea Oncology, Laboratory of Oncology, Dexeus University Hospital, Barcelona, Spain.; Liquid Biopsy Laboratory, Biomedical Sciences Research Institute Puerta de Hierro-Majadahonda, Madrid, Spain.; Pangaea Oncology, Laboratory of Oncology, Dexeus University Hospital, Barcelona, Spain.; Pangaea Oncology, Laboratory of Oncology, Dexeus University Hospital, Barcelona, Spain.; Pangaea Oncology, Laboratory of Oncology, Dexeus University Hospital, Barcelona, Spain.; Pangaea Oncology, Laboratory of Oncology, Dexeus University Hospital, Barcelona, Spain.; Liquid Biopsy Laboratory, Biomedical Sciences Research Institute Puerta de Hierro-Majadahonda, Madrid, Spain.; Pangaea Oncology, Laboratory of Oncology, Dexeus University Hospital, Barcelona, Spain.",None
37240980,"A Real-World Experience from a Single Center (LPCE, Nice, France) Highlights the Urgent Need to Abandon Immunohistochemistry for ROS1 Rearrangement Screening of Advanced Non-Squamous Non-Small Cell Lung Cancer.",2023/May/10,"Hofman, Véronique; Goffinet, Samantha; Bontoux, Christophe; Long-Mira, Elodie; Lassalle, Sandra; Ilié, Marius; Hofman, Paul","Laboratory of Clinical and Experimental Pathology, University Côte d'Azur, FHU OncoAge, Pasteur Hospital, 06000 Nice, France.; Laboratory of Clinical and Experimental Pathology, University Côte d'Azur, FHU OncoAge, Pasteur Hospital, 06000 Nice, France.; Laboratory of Clinical and Experimental Pathology, University Côte d'Azur, FHU OncoAge, Pasteur Hospital, 06000 Nice, France.; Laboratory of Clinical and Experimental Pathology, University Côte d'Azur, FHU OncoAge, Pasteur Hospital, 06000 Nice, France.; Laboratory of Clinical and Experimental Pathology, University Côte d'Azur, FHU OncoAge, Pasteur Hospital, 06000 Nice, France.; Laboratory of Clinical and Experimental Pathology, University Côte d'Azur, FHU OncoAge, Pasteur Hospital, 06000 Nice, France.; Laboratory of Clinical and Experimental Pathology, University Côte d'Azur, FHU OncoAge, Pasteur Hospital, 06000 Nice, France.",None
37223924,Immunogenomic Landscape of Neuroendocrine Prostate Cancer.,2023/Aug/01,"Alnajar, Hussein","Department of Pathology and Laboratory Medicine, Weill Cornell Medicine, New York, New York.",None
37218137,Targeting CD73 to Overcomes Resistance to First-Generation EGFR Tyrosine Kinase Inhibitors in Non-Small Cell Lung Cancer.,2023,"Kim, Miso; Kim, Soyeon; Keam, Bhumsuk; Kim, Tae Min; Jeon, Yoon Kyung; Kim, Dong-Wan; Heo, Dae Seog","Cancer Research Institute, Seoul National University, Seoul, Korea.; Cancer Research Institute, Seoul National University, Seoul, Korea.; Cancer Research Institute, Seoul National University, Seoul, Korea.; Cancer Research Institute, Seoul National University, Seoul, Korea.; Cancer Research Institute, Seoul National University, Seoul, Korea.; Cancer Research Institute, Seoul National University, Seoul, Korea.; Cancer Research Institute, Seoul National University, Seoul, Korea.",None
37211905,Impact of the pretreatment prognostic nutritional index on the survival after first-line immunotherapy in non-small-cell lung cancer patients.,2023,"Toyokawa, Gouji; Wakasu, Sho; Fujimoto, Airi; Higashijima, Kodo; Takeoka, Hiroaki; Okamoto, Masaki; Yamazaki, Koji; Takeo, Sadanori","Department of Thoracic Surgery, Clinical Research Institute, National Hospital Organization, Kyushu Medical Center, Fukuoka, Japan.; Department of Thoracic Surgery, Clinical Research Institute, National Hospital Organization, Kyushu Medical Center, Fukuoka, Japan.; Department of Pharmacy, Clinical Research Institute, National Hospital Organization, Kyushu Medical Center, Fukuoka, Japan.; Department of Pharmacy, National Hospital Organization Fukuoka National Hospital, Fukuoka, Japan.; Department of Respiratory Medicine, Clinical Research Institute, National Hospital Organization, Kyushu Medical Center, Fukuoka, Japan.; Department of Respiratory Medicine, Clinical Research Institute, National Hospital Organization, Kyushu Medical Center, Fukuoka, Japan.; Department of Thoracic Surgery, Clinical Research Institute, National Hospital Organization, Kyushu Medical Center, Fukuoka, Japan.; Department of Thoracic Surgery, Clinical Research Institute, National Hospital Organization, Kyushu Medical Center, Fukuoka, Japan.",None
37210008,Clinical Benefit From Immunotherapy in Patients With SCLC Is Associated With Tumor Capacity for Antigen Presentation.,2023,"Rudin, Charles M","Thoracic Oncology Service, Department of Medicine, Memorial Sloan Kettering Cancer Center, New York, New York; Department of Medicine, Weill Cornell Medical College, New York, New York; Druckenmiller Center for Lung Cancer Research, Memorial Sloan Kettering Cancer Center, New York, New York. Electronic address: rudinc@mskcc.org.",rudinc@mskcc.org.
37195421,Improving combination therapies: targeting A2B-adenosine receptor to modulate metabolic tumor microenvironment and immunosuppression.,2023/Nov/08,"Uzhachenko, Roman V; Ryzhov, Sergey V; Feoktistov, Igor; Park, Kyungho P; Ivanova, Alla V; Kanagasabai, Thanigaivelan; Shanker, Anil","Department of Biochemistry, Cancer Biology, Neuroscience and Pharmacology, School of Medicine, Meharry Medical College, Nashville, TN, USA.; Center for Molecular Medicine, Maine Medical Center Research Institute, Scarborough, ME, USA.; Division of Clinical Pharmacology, Department of Medicine, Vanderbilt University, Nashville, TN, USA.; Division of Clinical Pharmacology, Department of Medicine, Vanderbilt University, Nashville, TN, USA.; Department of Biochemistry, Cancer Biology, Neuroscience and Pharmacology, School of Medicine, Meharry Medical College, Nashville, TN, USA.; Department of Biochemistry, Cancer Biology, Neuroscience and Pharmacology, School of Medicine, Meharry Medical College, Nashville, TN, USA.; Department of Biochemistry, Cancer Biology, Neuroscience and Pharmacology, School of Medicine, Meharry Medical College, Nashville, TN, USA.",None
37188764,Clinical roles of soluble PD-1 and PD-L1 in plasma of NSCLC patients treated with immune checkpoint inhibitors.,2023,"Himuro, Hidetomo; Igarashi, Yuka; Kouro, Taku; Higashijima, Naoko; Wei, Feifei; Horaguchi, Shun; Tsuji, Kayoko; Mano, Yasunobu; Sasada, Tetsuro","Cancer Vaccine and Immunotherapy Center, Kanagawa Cancer Center Research Institute, Yokohama, Kanagawa, Japan.; Division of Cancer Immunotherapy, Kanagawa Cancer Center Research Institute, Yokohama, Kanagawa, Japan.; Cancer Vaccine and Immunotherapy Center, Kanagawa Cancer Center Research Institute, Yokohama, Kanagawa, Japan.; Division of Cancer Immunotherapy, Kanagawa Cancer Center Research Institute, Yokohama, Kanagawa, Japan.; Cancer Vaccine and Immunotherapy Center, Kanagawa Cancer Center Research Institute, Yokohama, Kanagawa, Japan.; Cancer Vaccine and Immunotherapy Center, Kanagawa Cancer Center Research Institute, Yokohama, Kanagawa, Japan.; Cancer Vaccine and Immunotherapy Center, Kanagawa Cancer Center Research Institute, Yokohama, Kanagawa, Japan.; Cancer Vaccine and Immunotherapy Center, Kanagawa Cancer Center Research Institute, Yokohama, Kanagawa, Japan.; Cancer Vaccine and Immunotherapy Center, Kanagawa Cancer Center Research Institute, Yokohama, Kanagawa, Japan. tsasada@kcch.jp.",tsasada@kcch.jp.
37186518,Efficacy and Imaging-Enabled Pharmacodynamic Profiling of KRAS G12C Inhibitors in Xenograft and Genetically Engineered Mouse Models of Cancer.,2023/Jul/05,"Lee, Catherine; Jiang, Ziyue Karen; Planken, Simon; Manzuk, Lisa K; Ortiz, Roberto; Hall, Michael; Noorbehesht, Kavon; Ram, Sripad; Affolter, Timothy; Troche, Gabriel E; Ihle, Nathan T; Johnson, Theodore; Ahn, Youngwook; Kraus, Manfred; Giddabasappa, Anand","Oncology Research and Development, Pfizer Inc., Worldwide Research, Development and Medical, San Diego, California.; Global Science & Technology - Comparative Medicine, Pfizer Inc., Worldwide Research, Development and Medical, San Diego, California.; Oncology Medicinal Chemistry, Pfizer Inc., Worldwide Research, Development and Medical, San Diego, California.; Comparative Medicine, Pfizer Inc., Worldwide Research, Development and Medical, San Diego, California.; BioMedicine Design, Pfizer Inc., Worldwide Research, Development and Medical, San Diego, California.; BioMedicine Design, Pfizer Inc., Worldwide Research, Development and Medical, San Diego, California.; Global Science & Technology - Comparative Medicine, Pfizer Inc., Worldwide Research, Development and Medical, San Diego, California.; Drug Safety Research and Development Pfizer Inc., Worldwide Research, Development and Medical, San Diego, California.; Drug Safety Research and Development Pfizer Inc., Worldwide Research, Development and Medical, San Diego, California.; Oncology Research and Development, Pfizer Inc., Worldwide Research, Development and Medical, San Diego, California.; Oncology Research and Development, Pfizer Inc., Worldwide Research, Development and Medical, San Diego, California.; Medicine Design, Pfizer Inc., Worldwide Research, Development and Medical, San Diego, California.; Target Sciences, Pfizer Inc., Worldwide Research, Development and Medical, San Diego, California.; Oncology Research and Development, Pfizer Inc., Worldwide Research, Development and Medical, San Diego, California.; Global Science & Technology - Comparative Medicine, Pfizer Inc., Worldwide Research, Development and Medical, San Diego, California.",None
37183528,Pembrolizumab plus chemotherapy in Japanese patients with metastatic squamous non-small-cell lung cancer in KEYNOTE-407.,2023,"Okada, Morihito; Schwarzenberger, Paul","Department of Surgical Oncology, Research Institute for Radiation Biology and Medicine, Hiroshima University, Hiroshima, Japan.; Merck & Co., Inc., Rahway, New Jersey, USA.",None
37182602,Combination Therapy With MDM2 and MEK Inhibitors Is Effective in Patient-Derived Models of Lung Adenocarcinoma With Concurrent Oncogenic Drivers and MDM2 Amplification.,2023,"Lockwood, William W; Tirunagaru, Vijaya G; Doebele, Robert C","Pathology and Laboratory Medicine, University of British Columbia, Vancouver, British Columbia, Canada.; Rain Oncology Inc., Newark, California.; Rain Oncology Inc., Newark, California.",ladanyim@mskcc.org.
37173987,Early Adverse Event Derived Biomarkers in Predicting Clinical Outcomes in Patients with Advanced Non-Small Cell Lung Cancer Treated with Immunotherapy.,2023/Apr/28,"Chen, Dung-Tsa; Saltos, Andreas N; Rose, Trevor; Thompson, Zachary J; Thapa, Ram; Chiappori, Alberto; Gray, Jhanelle E","Department of Biostatistics and Bioinformatics, H. Lee Moffitt Cancer Center & Research Institute, Tampa, FL 33612, USA.; Department of Thoracic Oncology, H. Lee Moffitt Cancer Center & Research Institute, Tampa, FL 33612, USA.; Department of Radiology, H. Lee Moffitt Cancer Center & Research Institute, Tampa, FL 33612, USA.; Department of Biostatistics and Bioinformatics, H. Lee Moffitt Cancer Center & Research Institute, Tampa, FL 33612, USA.; Department of Biostatistics and Bioinformatics, H. Lee Moffitt Cancer Center & Research Institute, Tampa, FL 33612, USA.; Department of Thoracic Oncology, H. Lee Moffitt Cancer Center & Research Institute, Tampa, FL 33612, USA.; Department of Thoracic Oncology, H. Lee Moffitt Cancer Center & Research Institute, Tampa, FL 33612, USA.",None
37172552,"Antibody-drug conjugates, immune-checkpoint inhibitors, and their combination in advanced non-small cell lung cancer.",2023,"Salifu, Idoko; Berraondo, Maria; Severson, Eric; Ramkissoon, Shakti; Vidal, Laura; Chico, Isagani; Saini, Kamal S","Labcorp Drug Development Inc., Princeton, NJ, USA. Electronic address: globalclinicalmonitors@gmail.com.; Labcorp Drug Development Inc., Princeton, NJ, USA.; Labcorp Drug Development Inc., Princeton, NJ, USA.; Labcorp Drug Development Inc., Princeton, NJ, USA; Department of Pathology, Wake Forest School of Medicine and Comprehensive Cancer Center, Winston-Salem, NC, USA.; Labcorp Drug Development Inc., Princeton, NJ, USA.; Labcorp Drug Development Inc., Princeton, NJ, USA.; Labcorp Drug Development Inc., Princeton, NJ, USA; Addenbrooke's Hospital, Cambridge University Hospitals NHS Foundation Trust, Cambridge, UK.",scm.salifu@gmail.com.
37169657,Regulation of dendritic cell maturation in osimertinib-treated lung adenocarcinoma patients.,2023,"Chang, Ya-Hsuan","Institute of Molecular and Genomic Medicine, National Health Research Institutes, Miaoli, Taiwan.",shwchen@ntu.edu.tw.
37158938,"First-in-human phase I/Ib study of QL1706 (PSB205), a bifunctional PD1/CTLA4 dual blocker, in patients with advanced solid tumors.",2023/May/08,"Zhao, Yuanyuan; Ma, Yuxiang; Ba, Yi; Kang, Xiaoyan; Xue, Shilin; Yang, Guihong; Yang, Yingying; Zhang, Li; Zhao, Hongyun","Department of Medical Oncology, Sun Yat-sen University Cancer Center, State Key Laboratory of Oncology in South China, Collaborative Innovation Center for Cancer Medicine, Guangdong Key Laboratory of Nasopharyngeal Carcinoma Diagnosis and Therapy, No. 651 Dongfeng East Road, Guangzhou, 510060, China.; Department of Clinical Research, Sun Yat-sen University Cancer Center, State Key Laboratory of Oncology in South China, Collaborative Innovation Center for Cancer Medicine, Guangdong Key Laboratory of Nasopharyngeal Carcinoma Diagnosis and Therapy, No. 651 Dongfeng East Road, Guangzhou, 510060, China.; Tianjin Medical University Cancer Institute and Hospital, National Clinical Research Center for Cancer, Key Laboratory of Cancer Prevention and Therapy, Tianjin's Clinical Research Center for Cancer, Tianjin, 300060, China.; Clinical Research Center, Qilu Pharmaceutical Co., Ltd., Jinan, 250000, China.; Clinical Research Center, Qilu Pharmaceutical Co., Ltd., Jinan, 250000, China.; Department of Clinical Pharmacology, Qilu Pharmaceutical Co., Ltd., Jinan, 250000, China.; Department of Non-Clinical, Qilu Pharmaceutical Co., Ltd., Jinan, 250001, China.; Department of Medical Oncology, Sun Yat-sen University Cancer Center, State Key Laboratory of Oncology in South China, Collaborative Innovation Center for Cancer Medicine, Guangdong Key Laboratory of Nasopharyngeal Carcinoma Diagnosis and Therapy, No. 651 Dongfeng East Road, Guangzhou, 510060, China. zhangli@sysucc.org.cn.; Department of Clinical Research, Sun Yat-sen University Cancer Center, State Key Laboratory of Oncology in South China, Collaborative Innovation Center for Cancer Medicine, Guangdong Key Laboratory of Nasopharyngeal Carcinoma Diagnosis and Therapy, No. 651 Dongfeng East Road, Guangzhou, 510060, China. zhaohy@sysucc.org.cn.",zhaohy@sysucc.org.cn.
37156009,Incidence and Risk Factors for Pneumonitis Associated With Checkpoint Inhibitors in Advanced Non-Small Cell Lung Cancer: A Single Center Experience.,2023/Nov/02,"Zhong, Linda L; Akhmedzhanov, Fechukwu O; Zarifa, Abdulrazzak; Albittar, Aya A; Yang, Vincent; Naing, Aung","Investigational Cancer Therapeutics, The University of Texas MD Anderson Cancer Center, Houston, TX, USA.; Investigational Cancer Therapeutics, The University of Texas MD Anderson Cancer Center, Houston, TX, USA.; Investigational Cancer Therapeutics, The University of Texas MD Anderson Cancer Center, Houston, TX, USA.; Investigational Cancer Therapeutics, The University of Texas MD Anderson Cancer Center, Houston, TX, USA.; Investigational Cancer Therapeutics, The University of Texas MD Anderson Cancer Center, Houston, TX, USA.; Investigational Cancer Therapeutics, The University of Texas MD Anderson Cancer Center, Houston, TX, USA.",None
37147298,Circulating tumor DNA reveals mechanisms of lorlatinib resistance in patients with relapsed/refractory ALK-driven neuroblastoma.,2023/May/05,"Petrova, Zaritza O; Wu, Megan A; Smith, Courtney M; Pavlick, Dean; Goldsmith, Kelly C; Lemmon, Mark A","Department of Pharmacology, Yale University School of Medicine, New Haven, CT, USA.; Department of Pharmacology, Yale University School of Medicine, New Haven, CT, USA.; Department of Pharmacology, Yale University School of Medicine, New Haven, CT, USA.; Foundation Medicine, Inc, Cambridge, MA, USA.; Aflac Cancer and Blood Disorders Center, Children's Healthcare of Atlanta, Atlanta, GA, USA.; Department of Pharmacology, Yale University School of Medicine, New Haven, CT, USA. mark.lemmon@yale.edu.",mosse@chop.edu.
37137552,Addressing resistance to PD-1/PD-(L)1 pathway inhibition: considerations for combinatorial clinical trial designs.,2023,"Selig, Wendy; Ebbinghaus, Scot","WSCollaborative, McLean, Virginia, USA.; Merck & Co Inc, Kenilworth, New Jersey, USA.",tian.zhang@utsouthwestern.edu.
37129893,Assessment of Tumor Mutational Burden and Outcomes in Patients With Diverse Advanced Cancers Treated With Immunotherapy.,2023/May/01,"Ben-Shachar, Rotem; Gao, Yinjie; Hyun, Seung Won; Rivers, Zachary; Epstein, Carrie; Kaneva, Kristiyana; Sangli, Chithra; Nimeiri, Halla","Tempus Labs, Chicago, Illinois.; Tempus Labs, Chicago, Illinois.; Tempus Labs, Chicago, Illinois.; Tempus Labs, Chicago, Illinois.; Tempus Labs, Chicago, Illinois.; Tempus Labs, Chicago, Illinois.; Tempus Labs, Chicago, Illinois.; Tempus Labs, Chicago, Illinois.",None
37096188,Gumarontinib in patients with non-small-cell lung cancer harbouring ,2023,"Shu, Yongqian; Li, Fugen; Li, Meng; Wu, Qiuxia; Zhou, Jun; Sun, Minghui","Oncology Department, Jiangsu Province Hospital, Nanjing, China.; Clinical Science Department, Haihe Biopharma Co., Ltd, Shanghai, China.; Biostatistic and Data Science, Haihe Biopharma Co., Ltd, Shanghai, China.; Clinical Science Department, Haihe Biopharma Co., Ltd, Shanghai, China.; Clinical Science Department, Haihe Biopharma Co., Ltd, Shanghai, China.; Clinical Science Department, Haihe Biopharma Co., Ltd, Shanghai, China.",None
37086716,Early immune pressure initiated by tissue-resident memory T cells sculpts tumor evolution in non-small cell lung cancer.,2023/May/08,"Swanton, Charles; Asselin-Labat, Marie-Liesse","Cancer Research UK Lung Cancer Centre of Excellence, University College London Cancer Institute, London, UK; Cancer Evolution and Genome Instability Laboratory, Francis Crick Institute, London, UK; University College London Hospitals, London, UK.; Personalised Oncology Division, Walter and Eliza Hall Institute of Medical Research, Parkville, VIC, Australia; Department of Medical Biology, the University of Melbourne, Parkville, VIC, Australia. Electronic address: labat@wehi.edu.au.",labat@wehi.edu.au.
37085581,Using genomic scars to select immunotherapy beneficiaries in advanced non-small cell lung cancer.,2023/Apr/21,"van Es, B","Central Diagnostic Laboratory, University Medical Centre Utrecht, Utrecht University, Heidelberglaan 100, 3508 GA, Utrecht, The Netherlands. bes3@umcutrecht.nl.",bes3@umcutrecht.nl.
37078460,Genomic and immune characteristics of HER2-mutated non-small-cell lung cancer and response to immune checkpoint inhibitor-based therapy.,2023,"Tu, Hai-Yan; Yin, Kai; Zhao, Xiaotian; Ke, E-E; Wu, Si-Pei; Li, Yang-Si; Zheng, Mei-Mei; Liu, Si-Yang Maggie; Xu, Chong-Rui; Sun, Yue-Li; Lin, Jia-Xin; Bai, Xiao-Yan; Zhang, Yi-Chen; Zhou, Qing; Yang, Jin-Ji; Zhong, Wen-Zhao; Wang, Bing-Chao; Zhu, Dongqin; Yang, Lingling; Ou, Qiuxiang; Wu, Yi-Long","Guangdong Lung Cancer Institute, Guangdong Provincial People's Hospital (Guangdong Academy of Medical Sciences), Southern Medical University, Guangzhou, China.; Guangdong Lung Cancer Institute, Guangdong Provincial People's Hospital (Guangdong Academy of Medical Sciences), Southern Medical University, Guangzhou, China.; Geneseeq Research Institute, Nanjing Geneseeq Technology Inc., China.; Guangdong Lung Cancer Institute, Guangdong Provincial People's Hospital (Guangdong Academy of Medical Sciences), Southern Medical University, Guangzhou, China.; Guangdong Lung Cancer Institute, Medical Research Center, Guangdong Provincial People's Hospital, Guangdong Academy of Medical Sciences, Guangzhou, China.; Guangdong Lung Cancer Institute, Guangdong Provincial People's Hospital (Guangdong Academy of Medical Sciences), Southern Medical University, Guangzhou, China.; Guangdong Lung Cancer Institute, Guangdong Provincial People's Hospital (Guangdong Academy of Medical Sciences), Southern Medical University, Guangzhou, China.; Department of Hematology, First Affiliated Hospital, Institute of Hematology, School of Medicine, Key Laboratory for Regenerative Medicine of Ministry of Education, Jinan University, Guangzhou, China.; Guangdong Lung Cancer Institute, Guangdong Provincial People's Hospital (Guangdong Academy of Medical Sciences), Southern Medical University, Guangzhou, China.; Guangdong Lung Cancer Institute, Guangdong Provincial People's Hospital (Guangdong Academy of Medical Sciences), Southern Medical University, Guangzhou, China.; Guangdong Lung Cancer Institute, Guangdong Provincial People's Hospital (Guangdong Academy of Medical Sciences), Southern Medical University, Guangzhou, China.; Guangdong Lung Cancer Institute, Guangdong Provincial People's Hospital (Guangdong Academy of Medical Sciences), Southern Medical University, Guangzhou, China.; Guangdong Lung Cancer Institute, Guangdong Provincial People's Hospital (Guangdong Academy of Medical Sciences), Southern Medical University, Guangzhou, China.; Guangdong Lung Cancer Institute, Guangdong Provincial People's Hospital (Guangdong Academy of Medical Sciences), Southern Medical University, Guangzhou, China.; Guangdong Lung Cancer Institute, Guangdong Provincial People's Hospital (Guangdong Academy of Medical Sciences), Southern Medical University, Guangzhou, China.; Guangdong Lung Cancer Institute, Guangdong Provincial People's Hospital (Guangdong Academy of Medical Sciences), Southern Medical University, Guangzhou, China.; Guangdong Lung Cancer Institute, Guangdong Provincial People's Hospital (Guangdong Academy of Medical Sciences), Southern Medical University, Guangzhou, China.; Geneseeq Research Institute, Nanjing Geneseeq Technology Inc., China.; Geneseeq Research Institute, Nanjing Geneseeq Technology Inc., China.; Geneseeq Research Institute, Nanjing Geneseeq Technology Inc., China.; Guangdong Lung Cancer Institute, Guangdong Provincial People's Hospital (Guangdong Academy of Medical Sciences), Southern Medical University, Guangzhou, China.",None
37076834,Improved uptake and survival with systemic treatments for metastatic non-small cell lung cancer: younger versus older adults.,2023/Apr/19,"Moore, Sara","The Ottawa Hospital Cancer Centre, Ottawa Hospital Research Institute, Ottawa, ON, Canada.",Bonnie.Leung@bccancer.bc.ca.
37069698,Emerging evidence and treatment paradigm of non-small cell lung cancer.,2023/Apr/17,"Zheng, Mei-Mei; Pan, Yi; Liu, Si-Yang; Wu, Yi-Long","Guangdong Lung Cancer Institute, Guangdong Provincial People's Hospital (Guangdong Academy of Medical Sciences), Southern Medical University, 106 Zhongshan Er Road, Guangzhou, 510080, China.; Guangdong Lung Cancer Institute, Guangdong Provincial People's Hospital (Guangdong Academy of Medical Sciences), Southern Medical University, 106 Zhongshan Er Road, Guangzhou, 510080, China.; Guangdong Lung Cancer Institute, Guangdong Provincial People's Hospital (Guangdong Academy of Medical Sciences), Southern Medical University, 106 Zhongshan Er Road, Guangzhou, 510080, China.; Guangdong Lung Cancer Institute, Guangdong Provincial People's Hospital (Guangdong Academy of Medical Sciences), Southern Medical University, 106 Zhongshan Er Road, Guangzhou, 510080, China. syylwu@live.cn.",syylwu@live.cn.
37069542,Overall survival in patients with advanced non-small cell lung cancer with KRAS G12C mutation with or without STK11 and/or KEAP1 mutations in a real-world setting.,2023/Apr/17,"Julian, Cristina; Pal, Navdeep; Gershon, Anda; Evangelista, Marie; Purkey, Hans; Lambert, Peter; Shi, Zhen; Zhang, Qing","1 DNA Way, Genentech, Inc, South San Francisco, CA, 94080, USA.; 1 DNA Way, Genentech, Inc, South San Francisco, CA, 94080, USA.; 1 DNA Way, Genentech, Inc, South San Francisco, CA, 94080, USA.; 1 DNA Way, Genentech, Inc, South San Francisco, CA, 94080, USA.; 1 DNA Way, Genentech, Inc, South San Francisco, CA, 94080, USA.; 1 DNA Way, Genentech, Inc, South San Francisco, CA, 94080, USA.; 1 DNA Way, Genentech, Inc, South San Francisco, CA, 94080, USA. shi.zhen@gene.com.; 1 DNA Way, Genentech, Inc, South San Francisco, CA, 94080, USA. zhangq47@gene.com.",zhangq47@gene.com.
37059804,Single targeting of MET in EGFR-mutated and MET-amplified non-small cell lung cancer.,2023,"Choi, Yu-Ra; Kang, Eun Hye; Kim, Sunshin; Han, Ji-Youn; Lee, Youngjoo","Research Institute, National Cancer Center, Goyang, Republic of Korea.; Research Institute, National Cancer Center, Goyang, Republic of Korea.; Research Institute, National Cancer Center, Goyang, Republic of Korea.; Research Institute, National Cancer Center, Goyang, Republic of Korea.; Research Institute, National Cancer Center, Goyang, Republic of Korea. yjlee@ncc.re.kr.",yjlee@ncc.re.kr.
37057117,Transformation of ,2023/Mar/31,"Zhang, Junling; Hofman, Paul; Huang, Mengli","Medical Department, 3D Medicines Inc., Shanghai, China.; Laboratory of Clinical and Experimental Pathology, FHU OncoAge, Pasteur Hospital, BB-0033-00025, CHU Nice, University Côte d'Azur, Nice, France.; Medical Department, 3D Medicines Inc., Shanghai, China.",None
